actions_executed, tiles_visited,
1,1,
2,2,
3,3,
4,4,
5,5,
6,6,
7,6,
8,6,
9,7,
10,8,
11,9,
12,9,
13,9,
14,10,
15,10,
16,10,
17,10,
18,10,
19,10,
20,10,
21,11,
22,11,
23,12,
24,12,
25,13,
26,14,
27,15,
28,16,
29,17,
30,17,
31,18,
32,19,
33,20,
34,21,
35,22,
36,23,
37,23,
38,23,
39,23,
40,23,
41,23,
42,23,
43,24,
44,24,
45,24,
46,24,
47,24,
48,25,
49,26,
50,27,
51,27,
52,28,
53,29,
54,29,
55,29,
56,29,
57,29,
58,29,
59,29,
60,29,
61,29,
62,29,
63,29,
64,30,
65,31,
66,31,
67,32,
68,32,
69,32,
70,32,
71,32,
72,32,
73,33,
74,34,
75,35,
76,35,
77,36,
78,36,
79,37,
80,38,
81,38,
82,38,
83,38,
84,38,
85,38,
86,38,
87,39,
88,39,
89,39,
90,39,
91,39,
92,39,
93,39,
94,39,
95,39,
96,39,
97,39,
98,39,
99,39,
100,39,
101,39,
102,39,
103,39,
104,39,
105,39,
106,39,
107,39,
108,39,
109,39,
110,39,
111,39,
112,39,
113,39,
114,39,
115,39,
116,39,
117,39,
118,39,
119,39,
120,39,
121,39,
122,40,
123,40,
124,40,
125,40,
126,40,
127,40,
128,41,
129,41,
130,41,
131,41,
132,41,
133,41,
134,41,
135,41,
136,41,
137,41,
138,41,
139,41,
140,41,
141,41,
142,41,
143,41,
144,42,
145,42,
146,42,
147,42,
148,42,
149,42,
150,42,
151,42,
152,42,
153,42,
154,42,
155,42,
156,42,
157,42,
158,42,
159,42,
160,42,
161,42,
162,42,
163,42,
164,42,
165,42,
166,42,
167,42,
168,42,
169,42,
170,42,
171,42,
172,42,
173,42,
174,42,
175,43,
176,43,
177,43,
178,43,
179,43,
180,43,
181,44,
182,45,
183,45,
184,46,
185,46,
186,47,
187,48,
188,48,
189,49,
190,49,
191,50,
192,50,
193,50,
194,50,
195,50,
196,50,
197,50,
198,50,
199,51,
200,51,
201,51,
202,51,
203,51,
204,52,
205,52,
206,52,
207,52,
208,52,
209,52,
210,52,
211,52,
212,52,
213,53,
214,54,
215,55,
216,55,
217,55,
218,55,
219,55,
220,55,
221,55,
222,55,
223,55,
224,55,
225,55,
226,55,
227,55,
228,55,
229,55,
230,55,
231,55,
232,55,
233,55,
234,55,
235,55,
236,55,
237,55,
238,55,
239,55,
240,55,
241,55,
242,56,
243,56,
244,56,
245,56,
246,56,
247,56,
248,56,
249,56,
250,56,
251,56,
252,56,
253,56,
254,56,
255,56,
256,56,
257,56,
258,56,
259,56,
260,56,
261,56,
262,56,
263,56,
264,56,
265,56,
266,56,
267,56,
268,56,
269,57,
270,57,
271,57,
272,58,
273,58,
274,58,
275,58,
276,58,
277,59,
278,59,
279,59,
280,59,
281,59,
282,59,
283,59,
284,59,
285,60,
286,61,
287,61,
288,61,
289,61,
290,61,
291,62,
292,62,
293,62,
294,62,
295,62,
296,62,
297,62,
298,62,
299,62,
300,62,
301,62,
302,62,
303,62,
304,62,
305,62,
306,62,
307,62,
308,63,
309,63,
310,63,
311,63,
312,63,
313,63,
314,63,
315,63,
316,63,
317,64,
318,64,
319,64,
320,64,
321,64,
322,64,
323,64,
324,64,
325,64,
326,64,
327,64,
328,64,
329,64,
330,64,
331,64,
332,64,
333,64,
334,64,
335,64,
336,64,
337,64,
338,64,
339,64,
340,64,
341,64,
342,64,
343,64,
344,64,
345,64,
346,64,
347,64,
348,64,
349,64,
350,64,
351,64,
352,64,
353,64,
354,64,
355,64,
356,64,
357,64,
358,64,
359,64,
360,64,
361,64,
362,64,
363,64,
364,64,
365,65,
366,66,
367,67,
368,68,
369,69,
370,69,
371,70,
372,71,
373,71,
374,71,
375,71,
376,71,
377,72,
378,72,
379,73,
380,73,
381,74,
382,75,
383,76,
384,76,
385,76,
386,76,
387,77,
388,77,
389,77,
390,77,
391,77,
392,77,
393,77,
394,77,
395,77,
396,77,
397,77,
398,77,
399,77,
400,77,
401,77,
402,77,
403,77,
404,77,
405,77,
406,77,
407,77,
408,77,
409,77,
410,77,
411,77,
412,77,
413,77,
414,77,
415,77,
416,77,
417,77,
418,77,
419,77,
420,77,
421,77,
422,77,
423,77,
424,77,
425,77,
426,77,
427,77,
428,77,
429,77,
430,77,
431,77,
432,77,
433,77,
434,77,
435,77,
436,77,
437,77,
438,77,
439,77,
440,77,
441,77,
442,77,
443,77,
444,77,
445,77,
446,77,
447,77,
448,77,
449,77,
450,77,
451,78,
452,78,
453,78,
454,78,
455,78,
456,78,
457,78,
458,78,
459,78,
460,78,
461,78,
462,78,
463,78,
464,78,
465,78,
466,78,
467,78,
468,78,
469,78,
470,78,
471,78,
472,78,
473,78,
474,78,
475,78,
476,78,
477,78,
478,78,
479,78,
480,78,
481,78,
482,78,
483,78,
484,78,
485,78,
486,78,
487,78,
488,78,
489,78,
490,78,
491,78,
492,78,
493,78,
494,78,
495,78,
496,78,
497,78,
498,78,
499,78,
500,78,
