actions_executed, tiles_visited,
1,1,
2,2,
3,3,
4,3,
5,3,
6,4,
7,5,
8,6,
9,7,
10,8,
11,9,
12,9,
13,9,
14,9,
15,9,
16,9,
17,9,
18,9,
19,9,
20,10,
21,11,
22,12,
23,13,
24,14,
25,15,
26,16,
27,17,
28,18,
29,19,
30,19,
31,19,
32,19,
33,19,
34,20,
35,20,
36,21,
37,22,
38,23,
39,24,
40,25,
41,26,
42,27,
43,28,
44,29,
45,29,
46,29,
47,30,
48,31,
49,32,
50,33,
51,34,
52,35,
53,36,
54,36,
55,36,
56,36,
57,36,
58,36,
59,36,
60,36,
61,36,
62,37,
63,38,
64,39,
65,40,
66,40,
67,40,
68,40,
69,40,
70,40,
71,40,
72,40,
73,41,
74,41,
75,41,
76,41,
77,41,
78,41,
79,41,
80,41,
81,41,
82,41,
83,41,
84,42,
85,43,
86,44,
87,45,
88,46,
89,47,
90,48,
91,49,
92,50,
93,51,
94,51,
95,51,
96,52,
97,52,
98,52,
99,52,
100,52,
101,52,
102,52,
103,52,
104,52,
105,52,
106,52,
107,52,
108,52,
109,52,
110,52,
111,52,
112,52,
113,52,
114,53,
115,54,
116,55,
117,55,
118,55,
119,55,
120,55,
121,55,
122,55,
123,56,
124,57,
125,58,
126,59,
127,60,
128,60,
129,61,
130,62,
131,63,
132,64,
133,65,
134,66,
135,67,
136,68,
137,68,
138,68,
139,68,
140,68,
141,68,
142,68,
143,68,
144,68,
145,68,
146,68,
147,69,
148,69,
149,70,
150,70,
151,70,
152,70,
153,70,
154,70,
155,70,
156,70,
157,70,
158,70,
159,70,
160,70,
161,70,
162,70,
163,70,
164,70,
165,70,
166,70,
167,70,
168,70,
169,70,
170,70,
171,70,
172,70,
173,70,
174,70,
175,70,
176,70,
177,70,
178,70,
179,70,
180,70,
181,70,
182,70,
183,70,
184,70,
185,70,
186,70,
187,70,
188,70,
189,70,
190,70,
191,70,
192,70,
193,70,
194,70,
195,70,
196,71,
197,72,
198,73,
199,73,
200,73,
201,73,
202,73,
203,73,
204,73,
205,73,
206,73,
207,74,
208,74,
209,75,
210,75,
211,75,
212,75,
213,75,
214,75,
215,75,
216,75,
217,75,
218,75,
219,75,
220,75,
221,75,
222,75,
223,75,
224,75,
225,75,
226,75,
227,75,
228,75,
229,75,
230,76,
231,76,
232,76,
233,76,
234,76,
235,76,
236,76,
237,76,
238,76,
239,76,
240,76,
241,76,
242,76,
243,77,
244,78,
245,79,
246,80,
247,80,
248,80,
249,80,
250,80,
251,80,
252,80,
253,80,
254,80,
255,80,
256,80,
257,80,
258,80,
259,80,
260,80,
261,81,
262,82,
263,82,
264,82,
265,82,
266,82,
267,82,
268,82,
269,82,
270,82,
271,82,
272,82,
273,83,
274,83,
275,83,
276,83,
277,83,
278,83,
279,83,
280,83,
281,83,
282,83,
283,83,
284,83,
285,83,
286,83,
287,83,
288,83,
289,83,
290,83,
291,83,
292,83,
293,83,
294,83,
295,83,
296,84,
297,85,
298,86,
299,87,
300,88,
301,89,
302,90,
303,91,
304,92,
305,92,
306,92,
307,92,
308,92,
309,93,
310,94,
311,95,
312,96,
313,97,
314,97,
315,97,
316,97,
317,97,
318,97,
319,97,
320,97,
321,97,
322,97,
323,98,
324,99,
325,99,
326,99,
327,99,
328,99,
329,100,
330,101,
331,101,
332,101,
333,101,
334,101,
335,101,
336,101,
337,101,
338,101,
339,101,
340,101,
341,101,
342,101,
343,101,
344,101,
345,101,
346,101,
347,101,
348,101,
349,101,
350,101,
351,101,
352,101,
353,101,
354,101,
355,101,
356,101,
357,101,
358,101,
359,101,
360,101,
361,101,
362,101,
363,101,
364,102,
365,103,
366,104,
367,105,
368,106,
369,107,
370,108,
371,109,
372,109,
373,109,
374,109,
375,109,
376,109,
377,109,
378,109,
379,109,
380,109,
381,109,
382,109,
383,109,
384,109,
385,109,
386,109,
387,109,
388,109,
389,109,
390,109,
391,110,
392,111,
393,112,
394,113,
395,114,
396,115,
397,115,
398,115,
399,115,
400,115,
401,115,
402,115,
403,115,
404,115,
405,115,
406,115,
407,115,
408,115,
409,116,
410,117,
411,118,
412,118,
413,118,
414,118,
415,119,
416,119,
417,120,
418,120,
419,121,
420,121,
421,121,
422,121,
423,121,
424,121,
425,121,
426,121,
427,121,
428,121,
429,121,
430,121,
431,121,
432,121,
433,121,
434,121,
435,121,
436,121,
437,121,
438,121,
439,121,
440,121,
441,121,
442,121,
443,122,
444,123,
445,124,
446,124,
447,124,
448,124,
449,124,
450,125,
451,126,
452,127,
453,127,
454,127,
455,127,
456,128,
457,128,
458,128,
459,128,
460,128,
461,128,
462,129,
463,130,
464,131,
465,132,
466,133,
467,134,
468,134,
469,134,
470,135,
471,135,
472,135,
473,135,
474,135,
475,135,
476,136,
477,136,
478,136,
479,136,
480,137,
481,137,
482,137,
483,137,
484,137,
485,137,
486,137,
487,137,
488,137,
489,137,
490,137,
491,137,
492,138,
493,139,
494,139,
495,139,
496,139,
497,139,
498,139,
499,141,
500,142,
